,country,GWP_import,year,GWP_export
34,PT,36529259461.5,2011,14622586474.0
35,RO,37168512491.1,2011,18789640083.5
36,RU,264406847823.0,2011,816805854112.0
37,SE,65013575019.4,2011,25813121201.0
38,SI,12281448805.9,2011,5125739371.65
39,SK,31287078944.3,2011,12883604390.9
40,TR,157179189519.0,2011,79362402129.5
41,TW,108120312983.0,2011,152399482362.0
42,US,1518780818750.0,2011,683949189582.0
43,WA,1037335751400.0,2011,1255628375690.0
44,WE,195464294284.0,2011,191501116933.0
45,WF,396002888822.0,2011,432989155420.0
46,WL,395235706014.0,2011,442447858984.0
47,WM,629028556481.0,2011,1014069847630.0
48,ZA,46232108658.0,2011,157077584604.0
0,AT,55171984690.4,2012,22568662276.2
1,AU,211614719816.0,2012,192223804706.0
2,BE,107386055038.0,2012,46404391031.6
3,BG,16655685600.2,2012,23382742022.0
4,BR,195943420633.0,2012,172181921032.0
5,CA,230606613992.0,2012,245513704908.0
6,CH,89454231475.2,2012,18252591256.7
7,CN,1026004632420.0,2012,2251802609810.0
8,CY,5619769359.42,2012,5168476624.94
9,CZ,45750238956.9,2012,40065971048.1
10,DE,427434135267.0,2012,275081381401.0
11,DK,44008286263.5,2012,33106349810.5
12,EE,8012132529.41,2012,8916849298.19
13,ES,155469772062.0,2012,107624901265.0
14,FI,40225791441.9,2012,25814331237.6
15,FR,318537993586.0,2012,107848506370.0
16,GB,351204345656.0,2012,138704439618.0
17,GR,48232264468.8,2012,40580274935.8
18,HR,11756608753.6,2012,8422207417.81
19,HU,32217598277.1,2012,19500152504.1
20,ID,167569279747.0,2012,183828754511.0
21,IE,42794519808.4,2012,37385284043.3
22,IN,371919494275.0,2012,427560262894.0
23,IT,296176259906.0,2012,101466495032.0
24,JP,595988525493.0,2012,254138762121.0
25,KR,270689467202.0,2012,224092344989.0
26,LT,14846781582.3,2012,7418941474.57
27,LU,10877886586.7,2012,5979259096.22
28,LV,10527858507.3,2012,6532788618.89
29,MT,4215283724.84,2012,1832987810.99
30,MX,162106270679.0,2012,147334160747.0
31,NL,110788015474.0,2012,82508913566.0
32,NO,51633959937.2,2012,42226473604.2
33,PL,85730202283.5,2012,86469196963.5
34,PT,32924562763.5,2012,17285849997.4
35,RO,34579823472.0,2012,22932839229.4
36,RU,293569707017.0,2012,794574413277.0
37,SE,65248393726.1,2012,24943707413.2
38,SI,12269560088.2,2012,6281972797.16
39,SK,29734060476.0,2012,14997763679.4
40,TR,152226335483.0,2012,79252461752.3
41,TW,112385087926.0,2012,146191801978.0
42,US,1537705699910.0,2012,726512248685.0
43,WA,1189642244500.0,2012,1325387278500.0
44,WE,201447470657.0,2012,206184650262.0
45,WF,398810357773.0,2012,478295981473.0
46,WL,461418721300.0,2012,439040126337.0
47,WM,709510204170.0,2012,1072963891080.0
48,ZA,47933700183.0,2012,149792134439.0
0,AT,54671585688.1,2013,21859044906.2
1,AU,203291167447.0,2013,174873256046.0
2,BE,107415035390.0,2013,45664872436.0
3,BG,16449543696.3,2013,24268487755.9
4,BR,209718448462.0,2013,186570386638.0
5,CA,213833850294.0,2013,254901947129.0
6,CH,95280069295.4,2013,18494756541.5
7,CN,1174496558130.0,2013,2308982795240.0
8,CY,5071911059.64,2013,5528201151.81
9,CZ,45561418679.9,2013,39470169524.3
10,DE,457017245545.0,2013,275695199916.0
11,DK,43656961578.2,2013,30974983441.2
12,EE,7099632822.33,2013,8457748753.07
13,ES,151496133292.0,2013,110079192680.0
14,FI,47469901211.1,2013,23675039750.8
15,FR,317223511585.0,2013,115442049997.0
16,GB,346669480795.0,2013,157839155237.0
17,GR,47299002922.4,2013,41309272311.3
18,HR,11215558333.8,2013,7916352453.16
19,HU,32373870019.1,2013,19044023613.0
20,ID,172203180116.0,2013,200187600975.0
21,IE,45205621584.0,2013,38079102793.1
22,IN,349383165211.0,2013,502568634912.0
23,IT,290633282238.0,2013,95061056156.9
24,JP,525794188516.0,2013,287885025591.0
25,KR,260340669391.0,2013,228008820895.0
26,LT,14264409362.4,2013,8097109849.72
27,LU,13809409818.0,2013,6526448747.93
28,LV,10201722794.9,2013,6460609555.12
29,MT,4668799971.6,2013,2084313944.59
30,MX,148179905236.0,2013,147327449714.0
31,NL,119442162376.0,2013,86996424010.3
32,NO,55792552338.7,2013,39211170446.4
33,PL,81586380453.8,2013,94239954985.8
34,PT,34056436970.7,2013,17997224101.8
35,RO,30599817139.2,2013,25860336442.6
36,RU,305497900752.0,2013,790739179376.0
37,SE,66182264821.5,2013,23599657703.6
38,SI,11804501080.7,2013,6321555296.57
39,SK,31563006163.2,2013,14574128317.0
40,TR,165133348704.0,2013,87054926150.3
41,TW,108426320557.0,2013,145008456086.0
42,US,1539476972950.0,2013,646487658641.0
43,WA,1380842876300.0,2013,1473576763250.0
44,WE,184286872940.0,2013,191287233884.0
45,WF,425283948454.0,2013,482455217708.0
46,WL,471937247872.0,2013,439514322483.0
47,WM,747135577041.0,2013,1120803535890.0
48,ZA,49042476731.1,2013,151025050716.0
0,AT,52567599340.4,2014,21444856402.0
1,AU,196975552126.0,2014,197174370151.0
2,BE,102947378596.0,2014,46970703969.2
3,BG,16818939583.6,2014,23261274155.0
4,BR,202144541376.0,2014,192857683945.0
5,CA,207419954542.0,2014,275052490637.0
6,CH,77448470250.3,2014,18180184545.3
7,CN,1182397733190.0,2014,2435220374420.0
8,CY,5305929865.18,2014,6297549820.09
9,CZ,43126376598.8,2014,40221935793.5
10,DE,455755058931.0,2014,282990612677.0
11,DK,39962867291.1,2014,29832442654.3
12,EE,7442520460.9,2014,9312701794.85
13,ES,152675590872.0,2014,100638327051.0
14,FI,37531186359.4,2014,22940081614.6
15,FR,316073567516.0,2014,112449650118.0
16,GB,353660720681.0,2014,128583925163.0
17,GR,42803492676.2,2014,42952663158.2
18,HR,10032666565.9,2014,7880609345.05
19,HU,33705337346.1,2014,19726864392.2
20,ID,164480775209.0,2014,202051397349.0
21,IE,47730355972.3,2014,43130002929.0
22,IN,345040159277.0,2014,442685986555.0
23,IT,292976443993.0,2014,87125962200.5
24,JP,542964328075.0,2014,286189709598.0
25,KR,267560458474.0,2014,197683387624.0
26,LT,13873050722.3,2014,7188126652.83
27,LU,15116968654.9,2014,6698098982.47
28,LV,9495733842.71,2014,6990558999.24
29,MT,3805478312.9,2014,1220689634.15
30,MX,149040491649.0,2014,134575690518.0
31,NL,118379474220.0,2014,91424222449.6
32,NO,49886322560.3,2014,38780490432.2
33,PL,83419550973.0,2014,94633211968.6
34,PT,32443191950.3,2014,17205682879.3
35,RO,29653689338.2,2014,23415212722.4
36,RU,274611270057.0,2014,732219438542.0
37,SE,64616564217.0,2014,23423952929.7
38,SI,10969396367.8,2014,5946788973.16
39,SK,31632635576.3,2014,14227983023.5
40,TR,150237236000.0,2014,86745797581.0
41,TW,102090318783.0,2014,149642193183.0
42,US,1562794049560.0,2014,632208505943.0
43,WA,1256176189630.0,2014,1401594047450.0
44,WE,140958990239.0,2014,193965964890.0
45,WF,458718313366.0,2014,381170855683.0
46,WL,447753682426.0,2014,419216886606.0
47,WM,728049393262.0,2014,1066486480810.0
48,ZA,42894150814.5,2014,172327518763.0
0,AT,50356627872.1,2015,20535884510.3
1,AU,180359392406.0,2015,209038487983.0
2,BE,106919280438.0,2015,50982821447.3
3,BG,17903411211.5,2015,24054015939.0
4,BR,155353248419.0,2015,241473746825.0
5,CA,190707255088.0,2015,287854884531.0
6,CH,80046166529.9,2015,16735186248.0
7,CN,1260592189170.0,2015,2328187133850.0
8,CY,5547048001.66,2015,6479749011.82
9,CZ,45596182764.7,2015,38752066842.7
10,DE,429281835191.0,2015,285234571774.0
11,DK,42531084916.9,2015,31846440555.7
12,EE,7775399324.41,2015,8615796015.64
13,ES,150705454011.0,2015,97067409318.3
14,FI,34592174528.3,2015,21778283348.6
15,FR,305271729713.0,2015,112374668323.0
16,GB,357622524671.0,2015,118284740598.0
17,GR,40287845207.0,2015,47496008123.7
18,HR,9949164050.88,2015,8489318703.53
19,HU,31227687978.8,2015,20151066251.8
20,ID,156399555069.0,2015,220674749298.0
21,IE,52551421587.3,2015,50311139011.6
22,IN,402448506740.0,2015,430234172786.0
23,IT,292705629213.0,2015,87620259190.8
24,JP,473669897838.0,2015,273786988318.0
25,KR,262717329240.0,2015,205477765006.0
26,LT,12947874176.7,2015,7717289670.2
27,LU,16435823482.8,2015,7265749037.23
28,LV,10598887032.4,2015,7077212734.02
29,MT,6034377431.86,2015,1449915253.21
30,MX,148262653960.0,2015,199874597596.0
31,NL,151461642209.0,2015,95891843092.5
32,NO,47692336776.1,2015,39423203015.6
33,PL,80338354795.9,2015,95859096956.9
34,PT,32378207799.8,2015,17401212251.2
35,RO,30111260391.2,2015,22202433676.7
36,RU,192455650856.0,2015,721217300877.0
37,SE,61943994983.4,2015,23101850217.8
38,SI,11270537831.6,2015,5311835977.61
39,SK,35037090074.1,2015,14199773212.8
40,TR,158908391224.0,2015,85998127150.6
41,TW,104600396869.0,2015,155259717997.0
42,US,1725273906680.0,2015,573361942965.0
43,WA,1138486710180.0,2015,1415069773920.0
44,WE,114448338133.0,2015,192841532615.0
45,WF,401875603202.0,2015,337856921337.0
46,WL,572965385489.0,2015,404039336434.0
47,WM,702452489830.0,2015,1111858315660.0
48,ZA,41385897094.4,2015,162667516229.0
0,AT,51635538614.9,2016,20551366393.2
1,AU,173770617866.0,2016,189099277008.0
2,BE,112866151624.0,2016,47344570134.7
3,BG,19484905274.6,2016,25757585972.3
4,BR,126124079348.0,2016,228540154054.0
5,CA,193108419211.0,2016,272075244531.0
6,CH,85839261278.5,2016,18833592287.4
7,CN,1258300824720.0,2016,2034581140710.0
8,CY,6078089498.7,2016,6861501560.76
9,CZ,41296403805.0,2016,45164371297.1
10,DE,435272552250.0,2016,284375128995.0
11,DK,41864235441.4,2016,30841304667.2
12,EE,6976538722.36,2016,7376758642.25
13,ES,144466343923.0,2016,99992692609.4
14,FI,35230344495.3,2016,22002601681.7
15,FR,290151432383.0,2016,116868885360.0
16,GB,315679829063.0,2016,126094772020.0
17,GR,36971128738.3,2016,43464765292.2
18,HR,9837512765.28,2016,9178125659.12
19,HU,28644275160.3,2016,21885345766.3
20,ID,142469334905.0,2016,213802939889.0
21,IE,65284511053.7,2016,50050687799.4
22,IN,398140691029.0,2016,411844256337.0
23,IT,262082579544.0,2016,85221381664.0
24,JP,443829014284.0,2016,265598094265.0
25,KR,246491246706.0,2016,200560556749.0
26,LT,10548992939.9,2016,7168554649.46
27,LU,14303717820.1,2016,7070167309.19
28,LV,9001189876.62,2016,7001739433.91
29,MT,4873603158.26,2016,1158114485.26
30,MX,139775844790.0,2016,185322585381.0
31,NL,137298706541.0,2016,99048404167.0
32,NO,47756181453.2,2016,39793396328.1
33,PL,80875475031.9,2016,104407441552.0
34,PT,32146319858.6,2016,18628582182.0
35,RO,32812603424.7,2016,23281199746.7
36,RU,180865072497.0,2016,654053954875.0
37,SE,63349219708.5,2016,23736772756.8
38,SI,10107061137.7,2016,5948825921.36
39,SK,31570471397.4,2016,15587858342.8
40,TR,154003553713.0,2016,94058789492.6
41,TW,101004058755.0,2016,145423854146.0
42,US,1632452338880.0,2016,527918238296.0
43,WA,1163521072910.0,2016,1387922412100.0
44,WE,104522001555.0,2016,177795562716.0
45,WF,383683628054.0,2016,315282575136.0
46,WL,413844328946.0,2016,417530695332.0
47,WM,665762104153.0,2016,1117951131460.0
48,ZA,33567058984.3,2016,165482510125.0
0,AT,50902579016.7,2017,21906974075.2
1,AU,187384963490.0,2017,229822940322.0
2,BE,111704874823.0,2017,53346778632.8
3,BG,15923693739.0,2017,27261592137.3
4,BR,150825625668.0,2017,240612462319.0
5,CA,201742040062.0,2017,273029568265.0
6,CH,72394907634.9,2017,18133891633.5
7,CN,1357475860410.0,2017,2081745874200.0
8,CY,6130902842.61,2017,10257214696.6
9,CZ,39418142757.2,2017,43626491426.3
10,DE,441080375307.0,2017,288997988353.0
11,DK,44291108405.2,2017,30111392091.5
12,EE,6794802713.75,2017,8276819715.82
13,ES,147098094465.0,2017,109858922464.0
14,FI,30512251143.9,2017,21610534374.9
15,FR,295449302235.0,2017,120591142016.0
16,GB,316068944497.0,2017,145099794915.0
17,GR,40843614032.0,2017,47830339686.7
18,HR,11033449726.9,2017,10190330353.1
19,HU,30214986651.3,2017,23553937832.6
20,ID,161521052454.0,2017,244657276633.0
21,IE,57833179251.7,2017,57794121936.6
22,IN,461972971758.0,2017,464607916427.0
23,IT,261016149796.0,2017,90667315715.3
24,JP,493302952188.0,2017,304714133470.0
25,KR,310111287989.0,2017,194590975838.0
26,LT,11092882852.6,2017,7980550070.46
27,LU,14051187589.8,2017,7578612755.79
28,LV,8778344248.07,2017,7448821593.67
29,MT,5610612268.63,2017,880872530.399
30,MX,141350116955.0,2017,198818199124.0
31,NL,134222058088.0,2017,105891687461.0
32,NO,40859399053.1,2017,40299060952.8
33,PL,83619102759.6,2017,113020723175.0
34,PT,30859157218.8,2017,21637228667.9
35,RO,34443786549.6,2017,26948651199.5
36,RU,220152136420.0,2017,635956160597.0
37,SE,60256518013.2,2017,22719523505.7
38,SI,10420824188.1,2017,6484676369.27
39,SK,30733485794.1,2017,17242431775.1
40,TR,167809953793.0,2017,112449217296.0
41,TW,102187236274.0,2017,160288470029.0
42,US,1627462149330.0,2017,559895309624.0
43,WA,1188623319910.0,2017,1456477739090.0
44,WE,156297360072.0,2017,169021405057.0
45,WF,438893992731.0,2017,372790810559.0
46,WL,445229832265.0,2017,439465445518.0
47,WM,722600092546.0,2017,1175605334710.0
48,ZA,54531822140.4,2017,211335822931.0
0,AT,55964063159.5,2018,23061400485.9
1,AU,186097379775.0,2018,252986843214.0
2,BE,121672312937.0,2018,54561217700.4
3,BG,18363963164.4,2018,31275220160.0
4,BR,162182309683.0,2018,328438807785.0
5,CA,202911923239.0,2018,333559965732.0
6,CH,71380790484.5,2018,19334600217.9
7,CN,1699481058130.0,2018,2068450722140.0
8,CY,6570150664.8,2018,10568495728.2
9,CZ,47893528731.6,2018,42426358475.0
10,DE,478543431897.0,2018,283928675054.0
11,DK,47526670322.1,2018,31625121394.6
12,EE,8458405940.45,2018,10041118742.4
13,ES,172285353046.0,2018,104691644566.0
14,FI,36027423962.4,2018,21343454601.8
15,FR,319789257026.0,2018,122228185409.0
16,GB,339159394516.0,2018,128871749190.0
17,GR,51372826753.7,2018,55504086846.2
18,HR,13359504391.0,2018,10405833142.2
19,HU,35850080931.9,2018,24080497715.0
20,ID,199830121868.0,2018,285793401954.0
21,IE,58869219170.1,2018,65367174769.9
22,IN,534841690924.0,2018,524666857125.0
23,IT,303395872925.0,2018,88214758864.2
24,JP,537847024858.0,2018,297061103178.0
25,KR,333030191271.0,2018,189582268046.0
26,LT,13494470968.1,2018,9405750532.91
27,LU,15251143420.3,2018,7895669807.82
28,LV,9672464681.13,2018,7080930850.29
29,MT,6380836662.31,2018,849643154.179
30,MX,157744525879.0,2018,282000571091.0
31,NL,146250120951.0,2018,106995783981.0
32,NO,43013696070.4,2018,41359841167.7
33,PL,99492020423.6,2018,118520238127.0
34,PT,34170965586.0,2018,21598837895.0
35,RO,39921492257.2,2018,27665674124.3
36,RU,220528823398.0,2018,915352533165.0
37,SE,63384417656.5,2018,22407199120.8
38,SI,11764590114.2,2018,6638813597.69
39,SK,33366902256.0,2018,17434976135.9
40,TR,168017598068.0,2018,139422759084.0
41,TW,115558740614.0,2018,154875882176.0
42,US,1798936079630.0,2018,610659489760.0
43,WA,1308889812300.0,2018,1701164469400.0
44,WE,184003270402.0,2018,186222000745.0
45,WF,486985114000.0,2018,437038614483.0
46,WL,404241906891.0,2018,450619559717.0
47,WM,730238163349.0,2018,1301294181980.0
48,ZA,64603148971.4,2018,224041271978.0
0,AT,55464349781.9,2019,24313013753.9
1,AU,169438597596.0,2019,248123860185.0
2,BE,112732148768.0,2019,54652262785.8
3,BG,24852358507.1,2019,28719913718.0
4,BR,160659774129.0,2019,277016424726.0
5,CA,207045058543.0,2019,338340975325.0
6,CH,72850018603.8,2019,20238574104.8
7,CN,1692812467480.0,2019,2167471764360.0
8,CY,6625714159.74,2019,10431406105.4
9,CZ,51207552064.1,2019,39026941909.0
10,DE,471941632574.0,2019,259331940005.0
11,DK,47363697878.3,2019,30721431726.6
12,EE,8131996718.68,2019,8745494337.76
13,ES,161883495622.0,2019,104924059975.0
14,FI,34591235774.9,2019,20928191637.1
15,FR,320021470758.0,2019,126493317291.0
16,GB,345791184519.0,2019,135201510187.0
17,GR,53016799370.3,2019,60484438921.1
18,HR,14935529162.1,2019,10807857343.1
19,HU,39388314865.4,2019,26535775783.4
20,ID,182264178723.0,2019,317050963458.0
21,IE,80793843747.0,2019,63420763070.7
22,IN,504874294877.0,2019,475758899562.0
23,IT,304146601795.0,2019,90354625566.2
24,JP,546034882139.0,2019,270376279400.0
25,KR,341273199545.0,2019,180608600208.0
26,LT,12761792345.4,2019,11378183464.9
27,LU,15718905404.6,2019,8278762494.77
28,LV,9952460750.73,2019,7972961256.19
29,MT,6577981529.11,2019,896067416.276
30,MX,157183964932.0,2019,212639606111.0
31,NL,145924063107.0,2019,105346276889.0
32,NO,42921877193.4,2019,47574434787.7
33,PL,100166806016.0,2019,111547329125.0
34,PT,33598656938.1,2019,21631919398.8
35,RO,42458279653.1,2019,27819554918.0
36,RU,226106263883.0,2019,991334979203.0
37,SE,60412387001.9,2019,23562756748.9
38,SI,12944452077.8,2019,6882979490.06
39,SK,37649173154.6,2019,17938406092.8
40,TR,159708152296.0,2019,144048505868.0
41,TW,122499363486.0,2019,142829221670.0
42,US,1789690486490.0,2019,605438306444.0
43,WA,1363550167240.0,2019,1640242226620.0
44,WE,210095955905.0,2019,182180713981.0
45,WF,495972968157.0,2019,477886633865.0
46,WL,379821581678.0,2019,455134134272.0
47,WM,740237691685.0,2019,1374232119300.0
48,ZA,64069361499.0,2019,233287825276.0
